City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Bangkok,Thailand,2023-04-19,69.07333333333334,76.96333333333334,56.21000000000001,9.13,6.196666666666666,120.33333333333334,12.68,91.45333333333332,11.146666666666668,Unhealthy
Bangkok,Thailand,2023-04-20,73.32166666666666,68.84666666666666,34.365,11.48,6.583333333333333,96.04666666666668,11.525,95.48666666666666,14.358333333333334,Unhealthy
Bangkok,Thailand,2023-04-21,77.57,60.73,12.52,13.83,6.97,71.76,10.37,99.52,17.57,Unhealthy
Bangkok,Thailand,2023-04-22,26.28,53.43,50.14,49.79,1.29,151.7,-2.23,89.75,13.39,Moderate
Bangkok,Thailand,2023-04-23,38.48,160.66,79.13,34.97,1.69,198.82,1.66,62.6,4.51,Unhealthy
Bangkok,Thailand,2023-04-24,35.9,135.48250000000002,82.94,23.0125,3.8475,185.12,18.9675,64.59,7.8725,Unhealthy
Bangkok,Thailand,2023-04-25,33.32,110.305,86.75,11.055,6.005,171.42,36.275,66.58,11.235,Moderate
Bangkok,Thailand,2023-04-26,56.84,106.3675,55.16,24.8725,5.6225000000000005,91.05,21.9125,47.875,8.6925,Unhealthy
Bangkok,Thailand,2023-04-27,80.36,102.43,23.57,38.69,5.24,10.68,7.55,29.17,6.15,Unhealthy
Bangkok,Thailand,2023-04-28,36.82000000000001,98.805,53.495000000000005,34.015,3.825,63.975,6.87,49.355,18.63,Unhealthy
Bangkok,Thailand,2023-04-29,51.26666666666667,89.165,50.50166666666667,32.861666666666665,5.191666666666666,62.59,6.338333333333334,50.150000000000006,14.553333333333333,Unhealthy
Bangkok,Thailand,2023-04-30,65.71333333333334,79.525,47.50833333333333,31.70833333333333,6.558333333333334,61.205,5.806666666666667,50.945,10.476666666666668,Unhealthy
Bangkok,Thailand,2023-05-01,80.16,69.885,44.515,30.555,7.925,59.81999999999999,5.275,51.74,6.4,Unhealthy
Bangkok,Thailand,2023-05-02,71.83,46.0475,30.46,35.567499999999995,7.51,86.85499999999999,2.2275,45.99,7.8725,Unhealthy
Bangkok,Thailand,2023-05-03,63.5,22.21,16.405,40.58,7.095,113.89,-0.8200000000000001,40.24,9.345,Unhealthy
Bangkok,Thailand,2023-05-04,71.57,55.64,22.66,39.33,2.01,25.69,6.39,25.41,4.85,Unhealthy
Bangkok,Thailand,2023-05-05,130.24,79.44,24.94,3.77,7.17,70.59,24.51,91.63,5.21,Unhealthy
Bangkok,Thailand,2023-05-06,109.77,49.05,55.1,23.39,3.6,183.13,22.44,63.19,3.98,Unhealthy
Bangkok,Thailand,2023-05-07,70.13666666666667,104.58333333333331,66.06333333333333,27.88,5.466666666666668,132.15666666666667,22.183333333333334,54.57333333333333,13.746666666666668,Unhealthy
Bangkok,Thailand,2023-05-08,65.99583333333334,115.51666666666668,35.821666666666665,29.8125,6.600833333333334,106.00833333333334,19.25416666666667,43.53666666666666,13.315833333333334,Unhealthy
Bangkok,Thailand,2023-05-09,61.855,126.45,5.58,31.745,7.735,79.86000000000001,16.325000000000003,32.5,12.885000000000002,Unhealthy
Bangkok,Thailand,2023-05-10,12.46,34.64,76.96,24.85,8.03,139.04,23.72,38.06,2.51,Moderate
Bangkok,Thailand,2023-05-11,33.620000000000005,46.325,76.9,18.37,5.765,120.925,21.075,51.155,4.949999999999999,Moderate
Bangkok,Thailand,2023-05-12,54.78,58.01,76.84,11.89,3.5,102.81,18.43,64.25,7.39,Unhealthy
Bangkok,Thailand,2023-05-13,73.7,58.14,72.03125,19.8275,3.33,96.49375,16.990000000000002,65.87625,9.9725,Unhealthy
Bangkok,Thailand,2023-05-14,92.62,58.27,67.2225,27.765,3.16,90.1775,15.55,67.5025,12.555,Unhealthy
Bangkok,Thailand,2023-05-15,111.54,58.4,62.41375,35.7025,2.99,83.86125,14.11,69.12875,15.1375,Unhealthy
Bangkok,Thailand,2023-05-16,130.46,58.53,57.605,43.64,2.82,77.545,12.670000000000002,70.755,17.72,Unhealthy
Bangkok,Thailand,2023-05-17,90.3,66.755,63.1675,44.485,5.890000000000001,93.4625,17.545,60.2225,17.695,Unhealthy
Bangkok,Thailand,2023-05-18,50.14,74.98,68.73,45.33,8.96,109.38,22.42,49.69,17.67,Unhealthy
Bangkok,Thailand,2023-05-19,48.505,80.445,58.80500000000001,35.989999999999995,7.040000000000001,72.55,15.760000000000002,50.625,10.96,Unhealthy
Bangkok,Thailand,2023-05-20,46.87,85.91,48.88,26.65,5.12,35.72,9.1,51.56,4.25,Unhealthy
Bangkok,Thailand,2023-05-21,104.45333333333332,104.86,54.98333333333333,23.00666666666667,7.1000000000000005,87.54666666666667,33.23,22.39333333333333,13.99,Unhealthy
Bangkok,Thailand,2023-05-22,71.49000000000001,122.10166666666666,53.835,34.446666666666665,4.69,86.46166666666667,15.854999999999997,41.91166666666668,8.555,Unhealthy
Bangkok,Thailand,2023-05-23,38.52666666666667,139.34333333333333,52.68666666666667,45.88666666666666,2.28,85.37666666666667,-1.5200000000000002,61.43000000000001,3.12,Unhealthy
Bangkok,Thailand,2023-05-24,98.94,118.46,83.89500000000001,42.645,3.015,72.44,21.81,52.06,9.995,Unhealthy
Bangkok,Thailand,2023-05-25,101.39,146.45999999999998,16.939999999999998,40.77,7.470000000000001,51.695,34.025,11.295,5.695,Unhealthy
Bangkok,Thailand,2023-05-26,61.79,85.85000000000001,34.785,36.785,7.994999999999999,97.665,9.915,68.41499999999999,10.625,Unhealthy
Bangkok,Thailand,2023-05-27,19.65,11.52,72.19,7.43,7.76,148.17,25.93,51.99,15.8,Moderate
Bangkok,Thailand,2023-05-28,34.632666666666665,32.089333333333336,72.48866666666666,8.032666666666666,7.060666666666666,135.60333333333332,24.426666666666662,56.72666666666667,13.294666666666668,Moderate
Bangkok,Thailand,2023-05-29,49.615333333333325,52.65866666666668,72.78733333333334,8.635333333333334,6.361333333333333,123.03666666666666,22.92333333333333,61.46333333333334,10.789333333333332,Unhealthy
Bangkok,Thailand,2023-05-30,64.59799999999998,73.22800000000001,73.086,9.238,5.662,110.46999999999998,21.42,66.2,8.283999999999999,Unhealthy
Bangkok,Thailand,2023-05-31,79.58066666666666,93.79733333333334,73.38466666666667,9.840666666666667,4.962666666666666,97.90333333333332,19.916666666666664,70.93666666666667,5.778666666666666,Unhealthy
Bangkok,Thailand,2023-06-01,94.56333333333332,114.36666666666667,73.68333333333334,10.443333333333332,4.263333333333333,85.33666666666666,18.41333333333333,75.67333333333333,3.273333333333333,Unhealthy
Bangkok,Thailand,2023-06-02,85.57,157.22500000000002,20.545,31.665,5.28,108.78,27.7,50.31999999999999,3.255,Unhealthy
Bangkok,Thailand,2023-06-03,14.82,133.15,7.85,9.94,1.77,60.25,-0.04,84.72,6.41,Moderate
Bangkok,Thailand,2023-06-04,119.03,85.86,36.69,5.21,8.07,145.35,21.01,90.39,14.28,Unhealthy
Bangkok,Thailand,2023-06-05,70.54333333333334,46.21333333333333,59.193333333333335,18.453333333333333,8.483333333333333,110.90333333333336,13.256666666666668,54.06666666666667,7.780000000000001,Unhealthy
Bangkok,Thailand,2023-06-06,93.06333333333332,139.36333333333332,29.673333333333336,24.063333333333333,3.083333333333333,90.64666666666666,25.886666666666667,58.40333333333333,7.133333333333334,Unhealthy
Bangkok,Thailand,2023-06-07,103.73,109.74,96.16,19.12,5.56,33.76,33.3,74.25,10.54,Unhealthy
Bangkok,Thailand,2023-06-08,110.945,87.21000000000001,67.38499999999999,26.81,3.855,24.08,32.239999999999995,85.425,15.11,Unhealthy
Bangkok,Thailand,2023-06-09,118.16,64.68,38.61,34.5,2.15,14.4,31.18,96.6,19.68,Unhealthy
Bangkok,Thailand,2023-06-10,110.2325,89.93,35.065,30.4175,4.237500000000001,75.4325,16.945,88.5975,15.095,Unhealthy
Bangkok,Thailand,2023-06-11,102.305,115.18,31.520000000000003,26.335,6.325,136.465,2.71,80.595,10.51,Unhealthy
Bangkok,Thailand,2023-06-12,93.825,79.11,93.77,34.675,6.205,142.645,9.785,64.215,16.555,Unhealthy
Bangkok,Thailand,2023-06-13,67.93666666666667,118.26,50.32666666666666,25.45,3.9066666666666663,60.01666666666666,9.813333333333333,44.95333333333334,3.216666666666667,Unhealthy
Bangkok,Thailand,2023-06-14,84.4575,71.13250000000001,44.5575,34.9675,6.5075,38.8925,16.575,72.0,9.5775,Unhealthy
Bangkok,Thailand,2023-06-15,88.3,78.11,35.04,31.41,2.81,81.82,16.44,22.45,10.88,Unhealthy
Bangkok,Thailand,2023-06-16,106.08,80.77000000000001,65.335,16.37,1.82,92.865,16.15,46.98,11.79,Unhealthy
Bangkok,Thailand,2023-06-17,123.86,83.43,95.63,1.33,0.83,103.91,15.86,71.51,12.7,Unhealthy
Bangkok,Thailand,2023-06-18,104.55222222222224,78.25555555555556,78.14333333333333,6.246666666666667,2.0077777777777777,113.13111111111112,16.31888888888889,74.32666666666667,12.443333333333332,Unhealthy
Bangkok,Thailand,2023-06-19,85.24444444444444,73.0811111111111,60.65666666666666,11.163333333333334,3.185555555555556,122.35222222222224,16.77777777777778,77.14333333333333,12.186666666666667,Unhealthy
Bangkok,Thailand,2023-06-20,65.93666666666667,67.90666666666665,43.17,16.080000000000002,4.363333333333333,131.57333333333335,17.236666666666668,79.96,11.93,Unhealthy
Bangkok,Thailand,2023-06-21,67.78666666666666,116.43666666666664,31.41333333333333,26.65,3.4599999999999995,73.79,5.946666666666666,77.28,9.853333333333332,Unhealthy
Bangkok,Thailand,2023-06-22,5.87,77.64,52.75,31.57,1.06,73.65,21.83,36.45,1.26,Good
Bangkok,Thailand,2023-06-23,61.06,163.19,12.8,9.01,2.33,31.21,-3.12,65.3,5.0,Unhealthy
Bangkok,Thailand,2023-06-24,54.55,54.37,69.49,7.95,4.37,60.33,15.94,48.73,6.18,Unhealthy
Bangkok,Thailand,2023-06-25,89.99666666666667,108.68333333333334,60.7,40.06,4.323333333333333,50.72,22.69333333333333,52.873333333333335,6.743333333333333,Unhealthy
Bangkok,Thailand,2023-06-26,140.12,33.97,93.11,46.39,8.85,117.49,-6.55,79.07,6.53,Unhealthy
Bangkok,Thailand,2023-06-27,60.234,67.224,36.916,28.46,3.764,141.536,18.47,42.29600000000001,5.76,Unhealthy
Bangkok,Thailand,2023-06-28,57.3412,57.1672,43.7628,29.742,4.6212,122.6948,22.428,46.5748,6.968,Unhealthy
Bangkok,Thailand,2023-06-29,54.4484,47.1104,50.6096,31.024,5.478400000000001,103.8536,26.386,50.8536,8.176,Unhealthy
Bangkok,Thailand,2023-06-30,51.5556,37.0536,57.4564,32.306,6.3356,85.0124,30.344,55.1324,9.384,Unhealthy
Bangkok,Thailand,2023-07-01,48.6628,26.9968,64.3032,33.588,7.1928,66.1712,34.302,59.4112,10.592,Unhealthy
Bangkok,Thailand,2023-07-02,45.77,16.94,71.15,34.87,8.05,47.33,38.26,63.69,11.8,Unhealthy
Bangkok,Thailand,2023-07-03,45.65222222222222,56.46222222222222,68.91666666666667,31.538888888888888,8.318888888888889,50.26888888888889,28.72333333333333,60.09888888888889,12.28,Unhealthy
Bangkok,Thailand,2023-07-04,45.534444444444446,95.98444444444443,66.68333333333334,28.20777777777777,8.587777777777779,53.20777777777778,19.186666666666664,56.507777777777775,12.76,Unhealthy
Bangkok,Thailand,2023-07-05,45.41666666666666,135.50666666666666,64.45,24.876666666666665,8.856666666666667,56.14666666666667,9.65,52.91666666666666,13.24,Unhealthy
Bangkok,Thailand,2023-07-06,27.55,106.66,75.12333333333333,29.386666666666667,5.493333333333333,110.02666666666669,11.786666666666669,45.85333333333333,10.839999999999998,Moderate
Bangkok,Thailand,2023-07-07,147.56,143.4,97.87,4.56,6.73,28.93,29.69,28.29,10.15,Unhealthy
Bangkok,Thailand,2023-07-08,41.77,114.65333333333332,60.09333333333333,22.09,4.79,111.98666666666668,3.013333333333333,75.58999999999999,5.953333333333333,Unhealthy
Bangkok,Thailand,2023-07-09,82.82,127.57,66.19,8.915,5.515000000000001,156.31,8.78,28.95,4.74,Unhealthy
Bangkok,Thailand,2023-07-10,23.99,117.68,69.34,25.14,5.6,77.56,37.61,89.69,3.03,Moderate
Bangkok,Thailand,2023-07-11,51.85083333333333,94.82500000000002,65.605,26.729166666666664,5.910833333333333,89.99416666666667,21.28,64.0525,6.1525,Unhealthy
Bangkok,Thailand,2023-07-12,79.71166666666666,71.97000000000001,61.870000000000005,28.31833333333333,6.221666666666667,102.42833333333331,4.95,38.415,9.275,Unhealthy
Bangkok,Thailand,2023-07-13,75.715,114.635,29.23,35.754999999999995,7.49,87.005,15.775,84.035,15.61,Unhealthy
Bangkok,Thailand,2023-07-14,38.2,184.95,68.96,34.54,3.94,45.4,26.56,37.85,12.02,Unhealthy
Bangkok,Thailand,2023-07-15,69.37,65.13199999999999,42.806,33.258,4.792,71.34400000000001,23.86,53.89,9.832,Unhealthy
Bangkok,Thailand,2023-07-16,81.545,31.44,53.235,42.67,5.515000000000001,124.935,27.55,63.825,10.095,Unhealthy
